causeCode,numRunups,tsIntensity,oceanicTsunami,eqMagnitude,warningStatusId,
1,5,-0.5,TRUE,6.6,,
1,34,-0.5,TRUE,7.6,,
1,2,,TRUE,,,
1,0,2,TRUE,6.4,,
9,3,2,TRUE,,,
1,6,-3,TRUE,6.6,,
1,2,-0.5,TRUE,7.3,,
1,0,,TRUE,6.4,,
1,9,-4,TRUE,7,,
1,0,,TRUE,6.5,,
1,9,-3.5,TRUE,6.9,,
1,2,,TRUE,6.8,,
1,12,-2,TRUE,7.2,,
1,10,-3.5,TRUE,7,,
1,1,0,TRUE,7,,
1,1,,TRUE,7.2,,
1,1,-2,TRUE,5.7,,
1,1,,TRUE,6.5,,
8,9,5,TRUE,,,
1,2,-2,TRUE,7.3,,
6,2,2,TRUE,,,
1,0,,TRUE,7,,
1,3,-2,TRUE,7.1,,
1,91,2.5,TRUE,8.5,,
1,22,3,TRUE,7.9,,
1,1,0,TRUE,6.6,,
1,1,0.5,TRUE,7.2,,
0,0,,TRUE,,,
0,1,,TRUE,,,
3,428,3.5,TRUE,9.2,,
3,1,0,TRUE,7,,
1,35,0,TRUE,6.9,,
1,168,2,TRUE,7.5,,
1,5,-2,TRUE,6.8,,
1,1,,TRUE,7.6,,
1,4,-3,TRUE,6.3,,
1,4,2,TRUE,7.6,,
1,84,2.5,TRUE,8.7,,
1,0,,TRUE,7,,
1,0,,TRUE,6,,
1,3,-1,TRUE,7.6,,
1,6,-3,TRUE,7.2,,
1,3,-2,TRUE,6.5,,
3,2,2,TRUE,6.1,,
1,4,2.5,TRUE,7,,
1,2,1,TRUE,7.4,,
1,1,,TRUE,7.8,,
6,1,,FALSE,,,
1,0,,TRUE,6.5,,
1,5,0,TRUE,7.6,,
1,3,1,TRUE,7.1,,
1,60,1.5,TRUE,8.1,,
0,1,-0.5,TRUE,,,
1,13,0.5,TRUE,7.8,,
1,0,,TRUE,7,,
1,2,1,TRUE,5.5,,
1,1,1.5,TRUE,6.1,,
1,1,,TRUE,6.4,,
1,2,-1.5,TRUE,7,,
1,0,,TRUE,5.9,,
6,1,0,TRUE,,,
1,1,0,TRUE,7.5,,
1,17,-1,TRUE,7.3,,
1,3,3,TRUE,7.2,,
1,62,1,TRUE,7.5,,
1,330,2,TRUE,8.2,,
1,28,0,TRUE,7.2,,
1,1,,TRUE,7.3,,
1,41,,TRUE,7.3,,
1,1,0,TRUE,6.5,,
1,22,1,TRUE,7.6,,
1,7,2.5,TRUE,7.8,,
1,1,,TRUE,6.5,,
1,0,1,TRUE,6.1,,
1,5,2,TRUE,7,,
1,32,,TRUE,7.8,,
1,6,-3,TRUE,6.5,,
3,1,-1,TRUE,5.4,,
1,76,2,TRUE,8.2,,
1,17,3,TRUE,7.7,,
1,3,,TRUE,7.2,,
1,1,,TRUE,7.6,,
1,3,1,TRUE,7.3,,
1,15,,TRUE,7.9,,
1,0,,TRUE,6,,
1,0,,TRUE,6.4,,
1,35,,TRUE,7,,
1,1,,TRUE,5.1,,
1,1,0.5,TRUE,6,,
3,3,0.5,TRUE,7.3,,
1,0,,TRUE,6,,
1,1,-3,TRUE,7.1,,
1,1,0,TRUE,7.8,,
1,33,1,TRUE,7.9,,
1,40,1.5,TRUE,7.9,,
1,17,-0.5,TRUE,7.3,,
1,2,-3,TRUE,6.6,,
1,1,-3,TRUE,6.2,,
3,1,0.5,TRUE,7,,
1,1,-4,TRUE,6,,
1,2,,TRUE,5.7,,
6,1,,TRUE,,,
1,12,,TRUE,7.8,,
1,2,-2,TRUE,7.5,,
1,28,0.5,TRUE,7.4,,
1,0,,TRUE,6.6,,
3,3,-2,TRUE,7.6,,
1,1,,TRUE,7.1,,
8,2,,TRUE,,,
1,0,,TRUE,5.2,,
6,1,,TRUE,,,
1,32,,TRUE,7.4,,
1,39,-1,TRUE,7.4,,
1,0,,TRUE,5.4,,
1,9,,TRUE,7.5,,
1,7,0.5,TRUE,7.2,,
1,72,1,TRUE,7.7,,
1,32,,TRUE,7.1,,
1,1,-1,TRUE,6.7,,
1,2,1,TRUE,7,,
1,4,2,TRUE,7.1,,
1,5,-2.5,TRUE,6.7,,
1,0,,TRUE,7.1,,
1,3,-1,TRUE,6.7,,
1,36,1,TRUE,8.1,,
6,2,,TRUE,,,
1,0,,FALSE,6.2,,
1,1,,TRUE,5.9,,
1,0,,TRUE,6.9,,
1,52,2,TRUE,7,,
1,19,1,TRUE,7.9,,
1,28,-1.5,TRUE,7.6,,
3,86,3,TRUE,7.7,,
1,3,,TRUE,7.8,,
1,18,,TRUE,7.9,,
1,5,-2.5,TRUE,7,,
1,1,,TRUE,7.5,,
1,44,2.5,TRUE,8,,
1,2,-2,TRUE,7.6,,
1,7,-1,TRUE,6.8,,
1,5,-1.5,TRUE,8.1,,
1,19,,TRUE,7.2,,
1,16,3,TRUE,8.3,,
1,0,,TRUE,5.5,,
1,1,-0.5,TRUE,5.5,,
1,2,-3,TRUE,7.2,,
1,14,,TRUE,6.6,,
1,2,-2.5,TRUE,6.7,3,
1,4,-1.5,TRUE,6.8,,
1,15,0,TRUE,7.5,,
1,20,0,TRUE,7.6,,
1,31,0.5,TRUE,7.7,,
1,1,,TRUE,6.9,,
1,5,2,TRUE,6.4,,
1,1,-1,TRUE,7.4,,
1,1,,TRUE,7.8,,
1,11,,TRUE,6.4,,
3,2,,TRUE,7.5,,
1,3,,TRUE,7.6,,
1,6,1,TRUE,6.9,,
8,1,,TRUE,,,
8,1,,TRUE,,,
1,2,,TRUE,7.9,,
8,6,,TRUE,,,
1,1,,TRUE,6.9,,
1,54,2.5,TRUE,8.1,,
1,10,-2,TRUE,7,,
1,16,,TRUE,6.2,,
1,36,,TRUE,7.9,,
1,28,,TRUE,6.9,,
1,4,3,TRUE,6.7,,
8,9,,TRUE,,,
1,1,,TRUE,7.6,,
1,4,-2,TRUE,7.7,,
1,1,,TRUE,7.3,,
1,0,,TRUE,5.4,,
1,31,,TRUE,6.9,,
1,22,-1,TRUE,7.2,,
1,4,,TRUE,7.5,,
1,1,-1,TRUE,6.4,,
1,1,1.5,TRUE,6.9,,
1,4,,TRUE,7.9,,
1,236,2,TRUE,7.8,,
1,1,,TRUE,5.9,,
1,27,,TRUE,6.9,,
1,1,2,TRUE,7,,
1,1,,TRUE,7.1,,
1,2,,TRUE,6.6,,
1,1,0.2,TRUE,7.7,,
1,3,,TRUE,7.7,,
1,0,,TRUE,6.8,,
3,1,3,TRUE,5.6,,
1,3,-2,TRUE,7.2,,
1,9,,TRUE,5.5,,
1,6,,TRUE,7,,
1,12,,TRUE,6.9,,
1,2,,TRUE,6.8,,
1,64,,TRUE,8,,
1,1,,TRUE,6.4,,
1,1,,TRUE,6.2,,
3,2,,TRUE,7.3,,
1,20,,TRUE,8,,
1,3,,TRUE,7.6,,
1,67,,TRUE,8,,
1,0,,TRUE,6.4,,
1,8,,TRUE,7.8,,
1,3,,TRUE,6.7,,
1,1,,TRUE,7.4,,
1,6,,TRUE,7.6,,
1,1,,TRUE,6.7,,
1,3,,TRUE,5.1,,
1,1,,TRUE,6.3,,
1,1,,TRUE,6.7,,
1,2,,TRUE,7.3,,
1,1,,TRUE,7,,
1,2,,TRUE,7.4,,
1,1,,TRUE,7.2,,
1,0,,TRUE,6.6,,
1,10,,TRUE,7.9,,
1,1,,TRUE,7.2,,
1,9,,TRUE,7.8,,
1,2,,TRUE,5.4,,
1,2,,TRUE,6.8,,
1,2,,TRUE,7.6,,
1,4,,TRUE,8.1,,
3,3,,TRUE,6.5,,
1,2,,TRUE,7.1,,
1,4,,TRUE,6.9,,
1,4,,TRUE,6.5,,
1,12,,TRUE,7.4,,
1,1,,TRUE,6.4,,
1,4,,TRUE,7.3,,
1,34,,TRUE,7.5,,
0,1,,TRUE,,,
1,4,,TRUE,6.5,,
1,1,,TRUE,5.3,,
1,2,,TRUE,6.3,,
1,1,,TRUE,6.9,,
1,1,,TRUE,5.7,,
1,2,,TRUE,6.7,,
1,43,,TRUE,7.6,,
9,1,,TRUE,,,
1,2,-2.5,TRUE,7.2,,
1,6,0.5,TRUE,7.6,,
3,5,,TRUE,3.7,,
1,14,0.5,TRUE,7.2,,
1,3,,TRUE,7.3,,
1,1,,TRUE,7.1,,
1,4,-0.5,TRUE,7,,
1,83,2.8,TRUE,7.6,,
3,111,2.7,TRUE,7.8,,
1,1,-0.5,TRUE,6.3,,
1,6,-0.5,TRUE,7.5,,
1,196,3.1,TRUE,7.7,,
1,1,,TRUE,6.3,,
1,50,,TRUE,7.8,,
1,1,-3,TRUE,7,,
1,0,-3,TRUE,6.7,,
1,3,1.5,TRUE,7,,
1,0,,TRUE,6.9,,
1,3,-1.5,TRUE,6.4,,
1,75,2.5,TRUE,7.8,,
1,1,-3,TRUE,7,,
6,4,,TRUE,,,
1,119,2.6,TRUE,8.3,,
1,1,1.5,TRUE,6.8,,
1,2,-3,TRUE,7.3,,
8,2,2.5,TRUE,,,
1,57,2.1,TRUE,7.1,,
1,13,,TRUE,7.8,,
1,2,-2,TRUE,6.9,,
1,3,-1.5,TRUE,7.4,,
1,3,-2,TRUE,7.2,,
1,0,-2,TRUE,6.8,,
1,1,,TRUE,6.6,,
3,2,1.5,TRUE,6.9,,
1,11,-2,TRUE,7.7,,
1,2,-2,TRUE,7.1,,
3,2,3,TRUE,6.5,,
1,91,1.5,TRUE,8,,
1,3,-1.5,TRUE,7.7,,
1,1,-1,TRUE,7.4,,
1,35,2.5,TRUE,8,,
1,42,1.5,TRUE,7.1,,
3,16,0.5,TRUE,6.8,,
1,1,-3,TRUE,6.7,,
1,7,,TRUE,7.2,,
1,38,0.5,TRUE,7.9,,
8,1,2,TRUE,,,
1,16,1.8,TRUE,7.9,,
3,116,1.8,TRUE,8.2,,
1,59,1.9,TRUE,7.5,,
1,1,-3,TRUE,7.1,,
1,65,0.5,TRUE,7.9,,
1,1,-1.5,TRUE,7.3,,
1,14,-2,TRUE,5.7,,
1,2,-2.5,TRUE,6.9,,
1,1,-2.5,TRUE,6.6,,
1,6,0.5,TRUE,6.7,,
1,4,-1,TRUE,7.7,,
1,4,-2,TRUE,6.7,,
1,41,-2,TRUE,7.7,,
1,1,,TRUE,7,,
1,1,,TRUE,7.7,,
1,19,0.5,TRUE,7.8,,
8,1,2,TRUE,,,
7,1,,TRUE,,,
1,15,,TRUE,7.5,3,
3,93,,TRUE,7,,
1,0,3,TRUE,7,,
1,0,3,TRUE,7,,
1,1,2,TRUE,5.7,,
1,0,2,TRUE,7,,
1,2,3,TRUE,5.6,,
1,1,2,TRUE,5.1,,
3,12,2,TRUE,6,,
1,11,2,TRUE,6.8,,
1,12,4,TRUE,7.8,,
1,8,1,TRUE,5.5,,
1,1,2,TRUE,5.1,,
1,1,,TRUE,,,
1,1,4,TRUE,6.6,,
1,0,,TRUE,7.2,,
1,0,,TRUE,,,
1,2,2,TRUE,6.5,,
1,1,2,TRUE,7,,
1,1,3,TRUE,6.6,,
3,6,,TRUE,7.2,,
1,26,,TRUE,7.6,,
2,1,4,TRUE,6.7,,
1,1,,TRUE,,,
1,1,,TRUE,7.9,,
1,2,0,TRUE,7.4,,
1,2,,TRUE,7.6,,
1,53,,TRUE,7.5,0,
1,4,,TRUE,6.1,,
1,1,,TRUE,7.9,,
1,0,,TRUE,6.6,,
9,4,,TRUE,,,
1,10,,TRUE,8,,
8,1,,TRUE,,,
1,1,,FALSE,5.2,,
1,1,,TRUE,,,
1,10,,TRUE,5.5,,
1,3,,TRUE,7.3,,
9,2,,FALSE,,,
1,1,,FALSE,,,
8,11,,TRUE,,,
1,1,,TRUE,4.4,,
9,1,,TRUE,,,
3,1,,FALSE,7.2,,
1,0,,FALSE,7.2,,
1,154,,TRUE,8.4,2,
1,1,,TRUE,,,
3,5,,TRUE,7.5,,
1,2,,TRUE,,,
2,1,,TRUE,,,
1,1,,TRUE,,,
9,1,,TRUE,,,
0,2,,TRUE,,,
1,1,,FALSE,6.5,,
1,0,,TRUE,7.3,,
1,1,,TRUE,,,
8,1,,TRUE,5,,
6,1,,TRUE,,,
1,3,,TRUE,7.5,,
1,3,,TRUE,6.4,,
1,11,,TRUE,7.1,,
1,2,-4.14,TRUE,7.2,,
1,88,1.08,TRUE,7.6,2,
1,4,,TRUE,6.5,,
1,3,2.82,TRUE,7.6,,
1,2,,TRUE,7.3,,
1,6,0.5,TRUE,7.5,,
1,44,1.5,TRUE,6.8,,
1,6,,TRUE,6.8,,
1,268,,TRUE,8.3,2,
9,1,,TRUE,,,
1,7,1,TRUE,7.8,,
1,4,,TRUE,7,,
1,20,,TRUE,7.8,4,
1,11,,TRUE,5.5,,
1,29,1,TRUE,7.1,,
6,5,,TRUE,,,
1,1,,TRUE,6.7,4,
1,12,,TRUE,7.2,4,
1,24,,TRUE,7.4,4,
1,10,-0.5,TRUE,7.5,,
1,2176,,TRUE,9.1,4,
1,2,,FALSE,,,
0,1,,FALSE,,,
3,4,,FALSE,8.5,,
1,1,,FALSE,8,,
1,1,,FALSE,8.4,,
1,1,,FALSE,8.8,,
1,1,,FALSE,,,
9,2,,TRUE,,,
0,2,,FALSE,,,
0,1,,TRUE,,,
1,1,,FALSE,,,
1,1,,TRUE,4.3,,
1,1,,FALSE,5.8,,
8,1,,TRUE,,,
9,1,,TRUE,,,
0,1,,TRUE,,,
0,1,,TRUE,,,
0,1,,TRUE,,,
9,1,,TRUE,,,
9,3,,FALSE,,,
9,5,,FALSE,,,
9,4,,TRUE,,,
9,1,,TRUE,,,
8,3,,TRUE,,,
9,4,,TRUE,,,
1,11,,TRUE,6.6,,
1,1,,TRUE,,,
1,76,,TRUE,8.6,,
1,1,,TRUE,6.7,,
1,5,,TRUE,7.2,4,
1,1,,TRUE,7.2,3,
1,14,,TRUE,7.8,,
1,1,,TRUE,7.6,,
1,2,-3,TRUE,6.6,3,
1,4,,TRUE,8.1,,
1,1,1,TRUE,7.7,,
1,1,,TRUE,7.1,,
1,1,,TRUE,7,,
8,1,,TRUE,,,
1,1,,TRUE,6.6,,
1,1,,TRUE,6.1,,
8,1,,TRUE,,,
1,6,,TRUE,,,
0,1,,TRUE,,,
11,1,,TRUE,,,
9,1,,TRUE,,,
3,0,,TRUE,6,,
1,1,,TRUE,7,,
9,1,,TRUE,,,
1,9,,TRUE,6.3,,
6,5,,TRUE,,,
1,3,,TRUE,,,
9,0,,TRUE,,,
2,0,,TRUE,,,
1,55,,TRUE,8,2,
1,3,5,TRUE,,,
1,2,,TRUE,,,
1,11,4,TRUE,6.9,,
1,0,,TRUE,,,
1,1,2,TRUE,,,
10,5,,TRUE,,,
8,4,,TRUE,,,
1,1,,TRUE,,,
3,1,,TRUE,,,
1,211,,TRUE,7.7,,
1,1,4,TRUE,7,,
6,1,,FALSE,,0,
6,1,,TRUE,,,
6,6,,TRUE,,,
6,0,,TRUE,,,
1,1,,TRUE,6.7,,
6,4,,TRUE,,4,
0,1,,TRUE,,,
8,5,,TRUE,,,
6,3,,TRUE,,,
7,1,,TRUE,,,
1,0,,TRUE,,,
9,8,4,TRUE,,,
1,0,,TRUE,5.3,,
1,1,1,TRUE,5.6,,
3,6,2,TRUE,7.1,,
1,1,,TRUE,7.2,,
1,1,,TRUE,5.9,,
0,1,,TRUE,,,
1,2,,TRUE,7,,
3,1,,TRUE,5.5,,
7,41,5,TRUE,,,
0,1,,TRUE,,,
1,1,,TRUE,,,
1,1,,TRUE,,,
1,2,,TRUE,8.4,,
3,3,,TRUE,7.2,,
1,7,,TRUE,7.9,,
1,1,,TRUE,6.9,4,
1,1,,TRUE,,,
0,1,,TRUE,,,
1,1,,TRUE,8.4,,
1,1,,TRUE,7.5,,
1,2,,TRUE,6.6,,
1,3,,TRUE,7.5,,
1,5,,TRUE,8.1,,
1,2,,TRUE,7.3,,
1,261,,TRUE,8.3,1,
1,1,,TRUE,6.7,4,
7,2,,FALSE,,,
1,47,,TRUE,8.1,2,
0,1,,TRUE,,,
1,1,0,TRUE,7.2,,
1,1,,TRUE,6.2,4,
1,6,,TRUE,6.7,3,
8,1,,TRUE,,,
1,248,,TRUE,8.1,1,
1,2,,TRUE,7.1,,
1,1,,TRUE,,,
1,2,,TRUE,6.3,,
3,7,,TRUE,6.2,,
1,1,,TRUE,7.4,,
1,0,,TRUE,6.7,,
1,3,4,TRUE,,,
1,1,3,TRUE,7.2,,
4,0,4,TRUE,,,
1,0,2,TRUE,7.2,,
1,0,6,TRUE,,,
6,1,,TRUE,,,
1,3,,TRUE,,,
1,1,,TRUE,6.6,4,
1,0,3,TRUE,7,,
6,1,,TRUE,,,
1,1,,TRUE,,,
1,1,3,TRUE,6.6,,
1,1,3,TRUE,,,
4,1,3,TRUE,,,
0,1,4,TRUE,,,
1,2,5,TRUE,7.5,,
1,1,3,TRUE,,,
1,1,,TRUE,,,
1,1,5,TRUE,7,,
1,1,4,TRUE,,,
1,2,2,TRUE,7.2,,
1,1,4,TRUE,,,
1,1,4,TRUE,,,
3,1,4,TRUE,5.8,,
1,1,5,TRUE,,,
1,1,,TRUE,,,
1,1,4,TRUE,7.2,,
1,1,4,TRUE,5.6,,
1,1,3,TRUE,,,
1,1,5,TRUE,6.7,,
4,4,5,TRUE,,,
1,1,3,TRUE,7.2,,
1,1,5,TRUE,7,,
1,1,,TRUE,,,
1,1,3,TRUE,5.2,,
1,1,5,TRUE,5,,
1,1,3,TRUE,,,
1,2,3,TRUE,5.6,,
1,5,3,TRUE,,,
6,1,3,TRUE,7.7,,
1,11,4,TRUE,7.4,,
1,1,3,TRUE,,,
6,5,3,TRUE,,,
1,1,4,TRUE,,,
1,0,3,TRUE,6.7,,
1,1,3,TRUE,3.2,,
1,1,,TRUE,6.1,,
1,3,4,TRUE,5.1,,
6,0,,TRUE,,,
1,1,3,TRUE,,,
6,1,3,TRUE,,,
6,0,2,TRUE,,,
1,1,,TRUE,,,
1,1,3,TRUE,,,
1,1,3,TRUE,5.8,,
1,18,,TRUE,6.2,4,
1,1,,TRUE,6.7,4,
1,1,3,TRUE,5.2,,
0,1,2,TRUE,,,
1,3,4,TRUE,6.3,,
1,1,4,TRUE,7.3,,
1,1,3,TRUE,,,
0,1,,TRUE,,,
1,1,,TRUE,7.1,,
1,1,3,TRUE,,,
1,1,3,TRUE,,,
1,1,4,TRUE,7,,
1,141,,TRUE,8,1,
1,1,3,TRUE,,,
0,1,3,TRUE,,,
0,2,,TRUE,,,
1,1,,TRUE,,,
1,4,3,TRUE,,,
3,10,,TRUE,5.9,,
1,1,3,TRUE,5.9,,
1,1,,TRUE,6.9,,
1,1,5,TRUE,4.1,,
1,4,3,TRUE,4.1,,
9,3,3,TRUE,,,
1,1,2,TRUE,,,
0,1,3,TRUE,,,
1,1,2,TRUE,6.6,,
1,1,2,TRUE,,,
1,1,2,TRUE,5.7,,
1,1,3,TRUE,,,
6,3,2,TRUE,,,
1,1,3,TRUE,,,
1,1,3,TRUE,6,,
1,3,3,TRUE,5.6,,
1,1,3,TRUE,,,
1,3,,TRUE,7.5,,
1,56,,TRUE,8.4,,
8,9,,TRUE,,,
1,8,,TRUE,7.4,4,
1,1,3,TRUE,,,
1,1,,TRUE,6.2,,
0,1,3,TRUE,,,
1,1,3,TRUE,6.9,,
1,0,,TRUE,,,
1,0,,TRUE,,,
1,3,3,TRUE,7.1,,
1,2,5,TRUE,,,
1,2,,TRUE,,,
1,1,3,TRUE,,,
1,1,3,TRUE,,,
1,1,3,TRUE,,,
1,1,1,TRUE,,,
1,7,,TRUE,7.7,2,
1,1,3,TRUE,,,
1,3,4,TRUE,,,
1,1,3,TRUE,5.3,,
1,2,,TRUE,6.6,,
1,1,,TRUE,7,,
1,2,,TRUE,6,,
1,3,,TRUE,7.3,,
1,1,,TRUE,,,
1,1,3,TRUE,,,
1,1,3,TRUE,6.1,,
1,2,4,TRUE,,,
1,0,,TRUE,,,
1,0,,TRUE,,,
1,0,,TRUE,,,
1,0,,TRUE,,,
1,0,,TRUE,,,
1,0,,TRUE,,,
1,0,,TRUE,,,
1,0,,TRUE,,,
1,2,3,TRUE,,,
1,0,,TRUE,,,
1,0,,TRUE,,,
1,0,,TRUE,,,
8,1,,FALSE,,,
1,1,,TRUE,6.6,,
8,1,,FALSE,,,
1,1,,FALSE,,,
0,1,2,TRUE,,,
0,1,,TRUE,,,
1,1,,TRUE,,,
1,1,,TRUE,,,
1,1,2,TRUE,4.1,,
6,0,3,TRUE,,,
1,0,,TRUE,,,
1,0,,TRUE,,,
1,1,3,TRUE,5.3,,
1,2,,TRUE,,,
0,1,3,TRUE,,,
1,4,4,TRUE,,,
1,1,3,TRUE,6.9,,
1,1,,TRUE,6.5,,
3,1,,TRUE,6,,
1,1,,TRUE,4.5,,
1,1,,TRUE,6.8,,
1,1,,TRUE,6.2,,
3,4,,TRUE,6.7,,
6,5,4,TRUE,,,
1,2,2,TRUE,6.3,,
1,3,,TRUE,7.2,,
1,0,2,TRUE,,,
1,1,3,TRUE,5.1,,
1,0,3,TRUE,5,,
9,0,,TRUE,,,
1,0,2,TRUE,,,
1,0,,TRUE,,,
1,0,,TRUE,,,
0,1,3,TRUE,,,
1,0,3,TRUE,,,
1,0,2,TRUE,,,
1,0,2,TRUE,,,
1,0,4,TRUE,7.1,,
1,1,3,TRUE,,,
6,0,3,TRUE,,,
